Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
RB,Jahmyr Gibbs (43727325),Jahmyr Gibbs,43727325,RB/FLEX,8000,NO@DET 09/13/2026 01:00PM ET,DET,22.3,
WR,Ja'Marr Chase (43727631),Ja'Marr Chase,43727631,WR/FLEX,7800,TB@CIN 09/13/2026 01:00PM ET,CIN,21,Q
RB,Bijan Robinson (43727327),Bijan Robinson,43727327,RB/FLEX,7700,ATL@PIT 09/13/2026 01:00PM ET,ATL,23.2,
WR,Amon-Ra St. Brown (43727633),Amon-Ra St. Brown,43727633,WR/FLEX,7500,NO@DET 09/13/2026 01:00PM ET,DET,19.9,
RB,Jonathan Taylor (43727329),Jonathan Taylor,43727329,RB/FLEX,7300,BAL@IND 09/13/2026 01:00PM ET,IND,22.3,
WR,Justin Jefferson (43727635),Justin Jefferson,43727635,WR/FLEX,7300,GB@MIN 09/13/2026 04:25PM ET,MIN,12.4,
RB,James Cook III (43727331),James Cook III,43727331,RB/FLEX,7200,BUF@HOU 09/13/2026 01:00PM ET,BUF,18.8,
RB,Chase Brown (43727333),Chase Brown,43727333,RB/FLEX,7100,TB@CIN 09/13/2026 01:00PM ET,CIN,17.2,
QB,Josh Allen (43727234),Josh Allen,43727234,QB,7000,BUF@HOU 09/13/2026 01:00PM ET,BUF,23.3,
RB,De'Von Achane (43727335),De'Von Achane,43727335,RB/FLEX,7000,MIA@LV 09/13/2026 04:25PM ET,MIA,20.9,
WR,Nico Collins (43727637),Nico Collins,43727637,WR/FLEX,7000,BUF@HOU 09/13/2026 01:00PM ET,HOU,15.1,
QB,Joe Burrow (43727235),Joe Burrow,43727235,QB,6900,TB@CIN 09/13/2026 01:00PM ET,CIN,18.2,
RB,Saquon Barkley (43727337),Saquon Barkley,43727337,RB/FLEX,6900,WAS@PHI 09/13/2026 04:25PM ET,PHI,15.4,
TE,Brock Bowers (43728215),Brock Bowers,43728215,TE/FLEX,6900,MIA@LV 09/13/2026 04:25PM ET,LV,15.2,
QB,Lamar Jackson (43727236),Lamar Jackson,43727236,QB,6800,BAL@IND 09/13/2026 01:00PM ET,BAL,17.3,
RB,Omarion Hampton (43727339),Omarion Hampton,43727339,RB/FLEX,6800,ARI@LAC 09/13/2026 04:25PM ET,LAC,13.9,
TE,Trey McBride (43728217),Trey McBride,43728217,TE/FLEX,6800,ARI@LAC 09/13/2026 04:25PM ET,ARI,19.1,
RB,Derrick Henry (43727341),Derrick Henry,43727341,RB/FLEX,6700,BAL@IND 09/13/2026 01:00PM ET,BAL,18,
WR,Chris Olave (43727639),Chris Olave,43727639,WR/FLEX,6700,NO@DET 09/13/2026 01:00PM ET,NO,17.4,
QB,Jalen Hurts (43727237),Jalen Hurts,43727237,QB,6600,WAS@PHI 09/13/2026 04:25PM ET,PHI,19.1,
RB,Ashton Jeanty (43727343),Ashton Jeanty,43727343,RB/FLEX,6600,MIA@LV 09/13/2026 04:25PM ET,LV,14.8,Q
WR,DeVonta Smith (43727641),DeVonta Smith,43727641,WR/FLEX,6600,WAS@PHI 09/13/2026 04:25PM ET,PHI,12.4,
QB,Jayden Daniels (43727238),Jayden Daniels,43727238,QB,6500,WAS@PHI 09/13/2026 04:25PM ET,WAS,17,
WR,Drake London (43727643),Drake London,43727643,WR/FLEX,6500,ATL@PIT 09/13/2026 01:00PM ET,ATL,18.2,
RB,Jeremiyah Love (43727345),Jeremiyah Love,43727345,RB/FLEX,6400,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,Q
WR,Zay Flowers (43727645),Zay Flowers,43727645,WR/FLEX,6400,BAL@IND 09/13/2026 01:00PM ET,BAL,15,Q
QB,Caleb Williams (43727239),Caleb Williams,43727239,QB,6300,CHI@CAR 09/13/2026 01:00PM ET,CHI,19.8,
RB,Josh Jacobs (43727347),Josh Jacobs,43727347,RB/FLEX,6300,GB@MIN 09/13/2026 04:25PM ET,GB,15.4,OUT
WR,Tee Higgins (43727647),Tee Higgins,43727647,WR/FLEX,6300,TB@CIN 09/13/2026 01:00PM ET,CIN,14.3,Q
RB,Breece Hall (43727349),Breece Hall,43727349,RB/FLEX,6200,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,13.9,Q
WR,Emeka Egbuka (43727649),Emeka Egbuka,43727649,WR/FLEX,6200,TB@CIN 09/13/2026 01:00PM ET,TB,12,Q
QB,Justin Herbert (43727240),Justin Herbert,43727240,QB,6100,ARI@LAC 09/13/2026 04:25PM ET,LAC,19.1,
RB,D'Andre Swift (43727351),D'Andre Swift,43727351,RB/FLEX,6100,CHI@CAR 09/13/2026 01:00PM ET,CHI,14.7,
WR,Tetairoa McMillan (43727651),Tetairoa McMillan,43727651,WR/FLEX,6100,CHI@CAR 09/13/2026 01:00PM ET,CAR,12.9,
QB,Jared Goff (43727241),Jared Goff,43727241,QB,6000,NO@DET 09/13/2026 01:00PM ET,DET,19.3,
RB,David Montgomery (43727353),David Montgomery,43727353,RB/FLEX,6000,BUF@HOU 09/13/2026 01:00PM ET,HOU,10.1,
WR,Jameson Williams (43727653),Jameson Williams,43727653,WR/FLEX,6000,NO@DET 09/13/2026 01:00PM ET,DET,13.6,
QB,Baker Mayfield (43727242),Baker Mayfield,43727242,QB,5900,TB@CIN 09/13/2026 01:00PM ET,TB,17.2,
RB,Travis Etienne Jr. (43727355),Travis Etienne Jr.,43727355,RB/FLEX,5900,NO@DET 09/13/2026 01:00PM ET,NO,15.7,
WR,Christian Watson (43727655),Christian Watson,43727655,WR/FLEX,5900,GB@MIN 09/13/2026 04:25PM ET,GB,13.5,
WR,Ladd McConkey (43727657),Ladd McConkey,43727657,WR/FLEX,5900,ARI@LAC 09/13/2026 04:25PM ET,LAC,11.4,
QB,Trevor Lawrence (43727243),Trevor Lawrence,43727243,QB,5800,CLE@JAX 09/13/2026 01:00PM ET,JAX,21,
RB,Bhayshul Tuten (43727357),Bhayshul Tuten,43727357,RB/FLEX,5800,CLE@JAX 09/13/2026 01:00PM ET,JAX,5.9,
WR,Jordan Addison (43727659),Jordan Addison,43727659,WR/FLEX,5800,GB@MIN 09/13/2026 04:25PM ET,MIN,10.1,
WR,Garrett Wilson (43727661),Garrett Wilson,43727661,WR/FLEX,5800,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,14.2,
QB,Jordan Love (43727244),Jordan Love,43727244,QB,5700,GB@MIN 09/13/2026 04:25PM ET,GB,17.6,
RB,Bucky Irving (43727359),Bucky Irving,43727359,RB/FLEX,5700,TB@CIN 09/13/2026 01:00PM ET,TB,14.3,
WR,Terry McLaurin (43727663),Terry McLaurin,43727663,WR/FLEX,5700,WAS@PHI 09/13/2026 04:25PM ET,WAS,11.4,
WR,Alec Pierce (43727665),Alec Pierce,43727665,WR/FLEX,5700,BAL@IND 09/13/2026 01:00PM ET,IND,12.6,Q
QB,Tyler Shough (43727245),Tyler Shough,43727245,QB,5600,NO@DET 09/13/2026 01:00PM ET,NO,15.6,
RB,Tony Pollard (43727361),Tony Pollard,43727361,RB/FLEX,5600,NYJ@TEN 09/13/2026 01:00PM ET,TEN,11.6,
WR,DJ Moore (43727667),DJ Moore,43727667,WR/FLEX,5600,BUF@HOU 09/13/2026 01:00PM ET,BUF,10.8,
WR,Parker Washington (43727669),Parker Washington,43727669,WR/FLEX,5600,CLE@JAX 09/13/2026 01:00PM ET,JAX,12.8,
QB,Kyler Murray (43727246),Kyler Murray,43727246,QB,5500,GB@MIN 09/13/2026 04:25PM ET,MIN,16.4,
RB,Quinshon Judkins (43727363),Quinshon Judkins,43727363,RB/FLEX,5500,CLE@JAX 09/13/2026 01:00PM ET,CLE,12.3,
RB,Chuba Hubbard (43727365),Chuba Hubbard,43727365,RB/FLEX,5500,CHI@CAR 09/13/2026 01:00PM ET,CAR,9.1,Q
WR,Brian Thomas Jr. (43727671),Brian Thomas Jr.,43727671,WR/FLEX,5500,CLE@JAX 09/13/2026 01:00PM ET,JAX,9.9,
WR,Luther Burden III (43727673),Luther Burden III,43727673,WR/FLEX,5500,CHI@CAR 09/13/2026 01:00PM ET,CHI,8.6,Q
QB,Daniel Jones (43727247),Daniel Jones,43727247,QB,5400,BAL@IND 09/13/2026 01:00PM ET,IND,18.7,
RB,Jordan Mason (43727367),Jordan Mason,43727367,RB/FLEX,5400,GB@MIN 09/13/2026 04:25PM ET,MIN,8.3,
RB,Jaylen Warren (43727369),Jaylen Warren,43727369,RB/FLEX,5400,ATL@PIT 09/13/2026 01:00PM ET,PIT,13.5,
WR,DK Metcalf (43727675),DK Metcalf,43727675,WR/FLEX,5400,ATL@PIT 09/13/2026 01:00PM ET,PIT,12.5,Q
WR,Rome Odunze (43727677),Rome Odunze,43727677,WR/FLEX,5400,CHI@CAR 09/13/2026 01:00PM ET,CHI,11.8,
QB,Malik Willis (43727248),Malik Willis,43727248,QB,5300,MIA@LV 09/13/2026 04:25PM ET,MIA,13,
QB,Aaron Rodgers (43727249),Aaron Rodgers,43727249,QB,5300,ATL@PIT 09/13/2026 01:00PM ET,PIT,14.1,
RB,Aaron Jones Sr. (43727371),Aaron Jones Sr.,43727371,RB/FLEX,5300,GB@MIN 09/13/2026 04:25PM ET,MIN,10,
RB,Jacory Croskey-Merritt (43727373),Jacory Croskey-Merritt,43727373,RB/FLEX,5300,WAS@PHI 09/13/2026 04:25PM ET,WAS,8.7,Q
WR,Carnell Tate (43727679),Carnell Tate,43727679,WR/FLEX,5300,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0,Q
WR,Michael Wilson (43727681),Michael Wilson,43727681,WR/FLEX,5300,ARI@LAC 09/13/2026 04:25PM ET,ARI,13.5,
TE,Colston Loveland (43728219),Colston Loveland,43728219,TE/FLEX,5300,CHI@CAR 09/13/2026 01:00PM ET,CHI,11.4,
QB,C.J. Stroud (43727250),C.J. Stroud,43727250,QB,5200,BUF@HOU 09/13/2026 01:00PM ET,HOU,15,
QB,Bryce Young (43727251),Bryce Young,43727251,QB,5200,CHI@CAR 09/13/2026 01:00PM ET,CAR,15.4,
RB,Rico Dowdle (43727375),Rico Dowdle,43727375,RB/FLEX,5200,ATL@PIT 09/13/2026 01:00PM ET,PIT,12.7,
RB,Kenny Gainwell (43727377),Kenny Gainwell,43727377,RB/FLEX,5200,TB@CIN 09/13/2026 01:00PM ET,TB,12.8,
RB,Rachaad White (43727379),Rachaad White,43727379,RB/FLEX,5200,WAS@PHI 09/13/2026 04:25PM ET,WAS,8.4,Q
WR,Chris Godwin Jr. (43727683),Chris Godwin Jr.,43727683,WR/FLEX,5200,TB@CIN 09/13/2026 01:00PM ET,TB,9.6,
WR,Josh Downs (43727685),Josh Downs,43727685,WR/FLEX,5200,BAL@IND 09/13/2026 01:00PM ET,IND,8.6,Q
WR,Stefon Diggs (43824688),Stefon Diggs,43824688,WR/FLEX,5200,WAS@PHI 09/13/2026 04:25PM ET,WAS,12.2,
QB,Cam Ward (43727252),Cam Ward,43727252,QB,5100,NYJ@TEN 09/13/2026 01:00PM ET,TEN,11.8,
QB,Jacoby Brissett (43727253),Jacoby Brissett,43727253,QB,5100,ARI@LAC 09/13/2026 04:25PM ET,ARI,18,
RB,Kyle Monangai (43727381),Kyle Monangai,43727381,RB/FLEX,5100,CHI@CAR 09/13/2026 01:00PM ET,CHI,8.9,Q
RB,Tyjae Spears (43727383),Tyjae Spears,43727383,RB/FLEX,5100,NYJ@TEN 09/13/2026 01:00PM ET,TEN,8.6,
RB,Chris Rodriguez Jr. (43727385),Chris Rodriguez Jr.,43727385,RB/FLEX,5100,CLE@JAX 09/13/2026 01:00PM ET,JAX,7.1,
WR,Jordyn Tyson (43727687),Jordyn Tyson,43727687,WR/FLEX,5100,NO@DET 09/13/2026 01:00PM ET,NO,0,IR
WR,Makai Lemon (43727689),Makai Lemon,43727689,WR/FLEX,5100,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,
QB,Kirk Cousins (43727254),Kirk Cousins,43727254,QB,5000,MIA@LV 09/13/2026 04:25PM ET,LV,11.3,
QB,Fernando Mendoza (43727255),Fernando Mendoza,43727255,QB,5000,MIA@LV 09/13/2026 04:25PM ET,LV,0,
RB,Woody Marks (43727387),Woody Marks,43727387,RB/FLEX,5000,BUF@HOU 09/13/2026 01:00PM ET,HOU,9.8,
RB,Isiah Pacheco (43727389),Isiah Pacheco,43727389,RB/FLEX,5000,NO@DET 09/13/2026 01:00PM ET,DET,6.7,IR
RB,Jonathon Brooks (43727391),Jonathon Brooks,43727391,RB/FLEX,5000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0,Q
WR,Jakobi Meyers (43727691),Jakobi Meyers,43727691,WR/FLEX,5000,CLE@JAX 09/13/2026 01:00PM ET,JAX,10.5,Q
WR,Marvin Harrison Jr. (43727693),Marvin Harrison Jr.,43727693,WR/FLEX,5000,ARI@LAC 09/13/2026 04:25PM ET,ARI,10.7,
QB,Anthony Richardson Sr. (43727256),Anthony Richardson Sr.,43727256,QB,4900,BAL@IND 09/13/2026 01:00PM ET,IND,1.1,
RB,Alvin Kamara (43727393),Alvin Kamara,43727393,RB/FLEX,4900,NO@DET 09/13/2026 01:00PM ET,NO,9.3,Q
RB,Tyler Allgeier (43727395),Tyler Allgeier,43727395,RB/FLEX,4900,ARI@LAC 09/13/2026 04:25PM ET,ARI,7.2,
RB,Tank Bigsby (43727397),Tank Bigsby,43727397,RB/FLEX,4900,WAS@PHI 09/13/2026 04:25PM ET,PHI,3.3,
WR,Jayden Reed (43727695),Jayden Reed,43727695,WR/FLEX,4900,GB@MIN 09/13/2026 04:25PM ET,GB,8,
WR,Michael Pittman Jr. (43727697),Michael Pittman Jr.,43727697,WR/FLEX,4900,ATL@PIT 09/13/2026 01:00PM ET,PIT,12.1,Q
TE,Tyler Warren (43728221),Tyler Warren,43728221,TE/FLEX,4900,BAL@IND 09/13/2026 01:00PM ET,IND,11.1,Q
QB,Tua Tagovailoa (43727257),Tua Tagovailoa,43727257,QB,4800,ATL@PIT 09/13/2026 01:00PM ET,ATL,12.8,
QB,Michael Penix Jr. (43727258),Michael Penix Jr.,43727258,QB,4800,ATL@PIT 09/13/2026 01:00PM ET,ATL,14.3,Q
RB,MarShawn Lloyd (43727399),MarShawn Lloyd,43727399,RB/FLEX,4800,GB@MIN 09/13/2026 04:25PM ET,GB,0,
RB,Keaton Mitchell (43727401),Keaton Mitchell,43727401,RB/FLEX,4800,ARI@LAC 09/13/2026 04:25PM ET,LAC,4.3,Q
RB,Kimani Vidal (43727403),Kimani Vidal,43727403,RB/FLEX,4800,ARI@LAC 09/13/2026 04:25PM ET,LAC,9.6,
RB,Nick Singleton (43727405),Nick Singleton,43727405,RB/FLEX,4800,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0,
WR,Wan'Dale Robinson (43727699),Wan'Dale Robinson,43727699,WR/FLEX,4800,NYJ@TEN 09/13/2026 01:00PM ET,TEN,14.2,Q
WR,Khalil Shakir (43727701),Khalil Shakir,43727701,WR/FLEX,4800,BUF@HOU 09/13/2026 01:00PM ET,BUF,11.4,Q
QB,Deshaun Watson (43727259),Deshaun Watson,43727259,QB,4700,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
QB,Shedeur Sanders (43727260),Shedeur Sanders,43727260,QB,4700,CLE@JAX 09/13/2026 01:00PM ET,CLE,12.4,
RB,Brian Robinson Jr. (43727407),Brian Robinson Jr.,43727407,RB/FLEX,4700,ATL@PIT 09/13/2026 01:00PM ET,ATL,3.4,
RB,Braelon Allen (43727409),Braelon Allen,43727409,RB/FLEX,4700,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,4.1,
RB,Sean Tucker (43727411),Sean Tucker,43727411,RB/FLEX,4700,TB@CIN 09/13/2026 01:00PM ET,TB,5.6,
RB,Dylan Sampson (43727413),Dylan Sampson,43727413,RB/FLEX,4700,CLE@JAX 09/13/2026 01:00PM ET,CLE,5.9,
WR,Quentin Johnston (43727703),Quentin Johnston,43727703,WR/FLEX,4700,ARI@LAC 09/13/2026 04:25PM ET,LAC,12,
WR,Matthew Golden (43727705),Matthew Golden,43727705,WR/FLEX,4700,GB@MIN 09/13/2026 04:25PM ET,GB,5.9,
TE,Kyle Pitts Sr. (43728223),Kyle Pitts Sr.,43728223,TE/FLEX,4700,ATL@PIT 09/13/2026 01:00PM ET,ATL,12.6,
WR,Keenan Allen (43950117),Keenan Allen,43950117,WR/FLEX,4700,BAL@IND 09/13/2026 01:00PM ET,IND,10.6,
QB,Geno Smith (43727261),Geno Smith,43727261,QB,4600,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,13,
RB,Mike Washington Jr. (43727415),Mike Washington Jr.,43727415,RB/FLEX,4600,MIA@LV 09/13/2026 04:25PM ET,LV,0,
RB,Ray Davis (43727417),Ray Davis,43727417,RB/FLEX,4600,BUF@HOU 09/13/2026 01:00PM ET,BUF,3.8,
RB,Samaje Perine (43727419),Samaje Perine,43727419,RB/FLEX,4600,TB@CIN 09/13/2026 01:00PM ET,CIN,5.3,
RB,Kaytron Allen (43727421),Kaytron Allen,43727421,RB/FLEX,4600,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,
WR,Jalen Coker (43727707),Jalen Coker,43727707,WR/FLEX,4600,CHI@CAR 09/13/2026 01:00PM ET,CAR,10.2,
WR,KC Concepcion (43727709),KC Concepcion,43727709,WR/FLEX,4600,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
TE,Dalton Kincaid (43728225),Dalton Kincaid,43728225,TE/FLEX,4600,BUF@HOU 09/13/2026 01:00PM ET,BUF,11.7,
QB,J.J. McCarthy (43727262),J.J. McCarthy,43727262,QB,4500,GB@MIN 09/13/2026 04:25PM ET,MIN,13.9,Q
QB,Marcus Mariota (43727263),Marcus Mariota,43727263,QB,4500,WAS@PHI 09/13/2026 04:25PM ET,WAS,12.3,Q
RB,Jawhar Jordan (43727423),Jawhar Jordan,43727423,RB/FLEX,4500,BUF@HOU 09/13/2026 01:00PM ET,HOU,8.2,
RB,Jaylen Wright (43727425),Jaylen Wright,43727425,RB/FLEX,4500,MIA@LV 09/13/2026 04:25PM ET,MIA,5.2,
RB,Ollie Gordon II (43727427),Ollie Gordon II,43727427,RB/FLEX,4500,MIA@LV 09/13/2026 04:25PM ET,MIA,3.2,Q
RB,Trevor Etienne (43727429),Trevor Etienne,43727429,RB/FLEX,4500,CHI@CAR 09/13/2026 01:00PM ET,CAR,0.7,IR
RB,Chris Brooks (43727431),Chris Brooks,43727431,RB/FLEX,4500,GB@MIN 09/13/2026 04:25PM ET,GB,2,
WR,Jayden Higgins (43727711),Jayden Higgins,43727711,WR/FLEX,4500,BUF@HOU 09/13/2026 01:00PM ET,HOU,7.8,IR
WR,Calvin Ridley (43727713),Calvin Ridley,43727713,WR/FLEX,4500,NYJ@TEN 09/13/2026 01:00PM ET,TEN,7.2,
TE,Tucker Kraft (43728227),Tucker Kraft,43728227,TE/FLEX,4500,GB@MIN 09/13/2026 04:25PM ET,GB,15.4,Q
WR,Kayshon Boutte (43950119),Kayshon Boutte,43950119,WR/FLEX,4500,BUF@HOU 09/13/2026 01:00PM ET,HOU,8.8,
QB,Joe Flacco (43727264),Joe Flacco,43727264,QB,4400,TB@CIN 09/13/2026 01:00PM ET,CIN,12.7,
QB,Riley Leonard (43727265),Riley Leonard,43727265,QB,4400,BAL@IND 09/13/2026 01:00PM ET,IND,6.8,
RB,Demond Claiborne (43727433),Demond Claiborne,43727433,RB/FLEX,4400,GB@MIN 09/13/2026 04:25PM ET,MIN,0,
RB,Devin Neal (43727435),Devin Neal,43727435,RB/FLEX,4400,NO@DET 09/13/2026 01:00PM ET,NO,6,IR
RB,Trey Benson (43727437),Trey Benson,43727437,RB/FLEX,4400,ARI@LAC 09/13/2026 04:25PM ET,ARI,8.9,IR
RB,Kaleb Johnson (43727439),Kaleb Johnson,43727439,RB/FLEX,4400,GB@MIN 09/13/2026 04:25PM ET,GB,0.9,
WR,Denzel Boston (43727715),Denzel Boston,43727715,WR/FLEX,4400,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
WR,Jalen McMillan (43727717),Jalen McMillan,43727717,WR/FLEX,4400,TB@CIN 09/13/2026 01:00PM ET,TB,8.2,Q
TE,Sam LaPorta (43728229),Sam LaPorta,43728229,TE/FLEX,4400,NO@DET 09/13/2026 01:00PM ET,DET,11.9,Q
QB,Tyler Huntley (43727266),Tyler Huntley,43727266,QB,4300,BAL@IND 09/13/2026 01:00PM ET,BAL,8,
RB,DJ Giddens (43727441),DJ Giddens,43727441,RB/FLEX,4300,BAL@IND 09/13/2026 01:00PM ET,IND,1.1,
RB,Seth McGowan (43727443),Seth McGowan,43727443,RB/FLEX,4300,BAL@IND 09/13/2026 01:00PM ET,IND,0,
RB,Jeremy McNichols (43727445),Jeremy McNichols,43727445,RB/FLEX,4300,WAS@PHI 09/13/2026 04:25PM ET,WAS,4.3,IR
RB,LeQuint Allen Jr. (43727447),LeQuint Allen Jr.,43727447,RB/FLEX,4300,CLE@JAX 09/13/2026 01:00PM ET,JAX,1.5,Q
WR,Jalen Nailor (43727719),Jalen Nailor,43727719,WR/FLEX,4300,MIA@LV 09/13/2026 04:25PM ET,LV,6.1,
WR,Jauan Jennings (43727721),Jauan Jennings,43727721,WR/FLEX,4300,GB@MIN 09/13/2026 04:25PM ET,MIN,11.1,
QB,Davis Mills (43727267),Davis Mills,43727267,QB,4200,BUF@HOU 09/13/2026 01:00PM ET,HOU,11.6,
RB,Justice Hill (43727449),Justice Hill,43727449,RB/FLEX,4200,BAL@IND 09/13/2026 01:00PM ET,BAL,6.5,
RB,James Conner (43727451),James Conner,43727451,RB/FLEX,4200,ARI@LAC 09/13/2026 04:25PM ET,ARI,11.1,IR
RB,Ty Johnson (43727453),Ty Johnson,43727453,RB/FLEX,4200,BUF@HOU 09/13/2026 01:00PM ET,BUF,5.9,Q
RB,Isaiah Davis (43727455),Isaiah Davis,43727455,RB/FLEX,4200,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,4.5,Q
RB,Rasheen Ali (43727457),Rasheen Ali,43727457,RB/FLEX,4200,BAL@IND 09/13/2026 01:00PM ET,BAL,1.6,
WR,Malik Washington (43727723),Malik Washington,43727723,WR/FLEX,4200,MIA@LV 09/13/2026 04:25PM ET,MIA,6.9,
WR,Antonio Williams (43727725),Antonio Williams,43727725,WR/FLEX,4200,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,
TE,Harold Fannin Jr. (43728231),Harold Fannin Jr.,43728231,TE/FLEX,4200,CLE@JAX 09/13/2026 01:00PM ET,CLE,11.9,
QB,Gardner Minshew II (43727268),Gardner Minshew II,43727268,QB,4100,ARI@LAC 09/13/2026 04:25PM ET,ARI,0.2,
QB,Carson Beck (43727269),Carson Beck,43727269,QB,4100,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,
RB,Roman Hemby (43727459),Roman Hemby,43727459,RB/FLEX,4100,MIA@LV 09/13/2026 04:25PM ET,LV,0,
RB,Tahj Brooks (43727461),Tahj Brooks,43727461,RB/FLEX,4100,TB@CIN 09/13/2026 01:00PM ET,CIN,0.4,
RB,Will Shipley (43727463),Will Shipley,43727463,RB/FLEX,4100,WAS@PHI 09/13/2026 04:25PM ET,PHI,1.3,
RB,Jerome Ford (43727465),Jerome Ford,43727465,RB/FLEX,4100,WAS@PHI 09/13/2026 04:25PM ET,WAS,3.4,Q
WR,Dontayvion Wicks (43727727),Dontayvion Wicks,43727727,WR/FLEX,4100,WAS@PHI 09/13/2026 04:25PM ET,PHI,5.4,
WR,Jerry Jeudy (43727729),Jerry Jeudy,43727729,WR/FLEX,4100,CLE@JAX 09/13/2026 01:00PM ET,CLE,7.2,
WR,Omar Cooper Jr. (43727731),Omar Cooper Jr.,43727731,WR/FLEX,4100,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0,
TE,Dallas Goedert (43728233),Dallas Goedert,43728233,TE/FLEX,4100,WAS@PHI 09/13/2026 04:25PM ET,PHI,13,
QB,Jack Strand (43727270),Jack Strand,43727270,QB,4000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0,
QB,Cooper Rush (43727271),Cooper Rush,43727271,QB,4000,ATL@PIT 09/13/2026 01:00PM ET,ATL,1.7,
QB,Kyle Allen (43727272),Kyle Allen,43727272,QB,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,-0.1,
QB,Shane Buechele (43727273),Shane Buechele,43727273,QB,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,3.9,
QB,Graham Mertz (43727274),Graham Mertz,43727274,QB,4000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,IR
QB,Tyson Bagent (43727275),Tyson Bagent,43727275,QB,4000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0.9,
QB,Case Keenum (43727276),Case Keenum,43727276,QB,4000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,
QB,Miller Moss (43727277),Miller Moss,43727277,QB,4000,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,
QB,Josh Johnson (43727278),Josh Johnson,43727278,QB,4000,TB@CIN 09/13/2026 01:00PM ET,CIN,5.5,
QB,Sean Clifford (43727279),Sean Clifford,43727279,QB,4000,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
QB,Dillon Gabriel (43727280),Dillon Gabriel,43727280,QB,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,7.2,IR
QB,Taylen Green (43727281),Taylen Green,43727281,QB,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
QB,Bailey Zappe (43727282),Bailey Zappe,43727282,QB,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0,
QB,Teddy Bridgewater (43727283),Teddy Bridgewater,43727283,QB,4000,NO@DET 09/13/2026 01:00PM ET,DET,0.7,OUT
QB,Luke Altmyer (43727284),Luke Altmyer,43727284,QB,4000,NO@DET 09/13/2026 01:00PM ET,DET,0,
QB,Tyrod Taylor (43727285),Tyrod Taylor,43727285,QB,4000,GB@MIN 09/13/2026 04:25PM ET,GB,10.9,
QB,Kyle McCord (43727286),Kyle McCord,43727286,QB,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
QB,Kyron Drones (43727287),Kyron Drones,43727287,QB,4000,GB@MIN 09/13/2026 04:25PM ET,GB,0,
QB,Mitchell Trubisky (43727288),Mitchell Trubisky,43727288,QB,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,7.8,Q
QB,Will Levis (43727289),Will Levis,43727289,QB,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0,
QB,Hendon Hooker (43727290),Hendon Hooker,43727290,QB,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0,
QB,Easton Stick (43727291),Easton Stick,43727291,QB,4000,TB@CIN 09/13/2026 01:00PM ET,TB,0,
QB,Aidan O'Connell (43727292),Aidan O'Connell,43727292,QB,4000,MIA@LV 09/13/2026 04:25PM ET,LV,4.8,
QB,Jacob Clark (43727293),Jacob Clark,43727293,QB,4000,MIA@LV 09/13/2026 04:25PM ET,LV,0,
QB,Quinn Ewers (43727294),Quinn Ewers,43727294,QB,4000,CLE@JAX 09/13/2026 01:00PM ET,JAX,9,
QB,Cam Miller (43727295),Cam Miller,43727295,QB,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
QB,Mark Gronowski (43727296),Mark Gronowski,43727296,QB,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
QB,Carson Wentz (43727297),Carson Wentz,43727297,QB,4000,GB@MIN 09/13/2026 04:25PM ET,MIN,16.3,
QB,Max Brosmer (43727298),Max Brosmer,43727298,QB,4000,GB@MIN 09/13/2026 04:25PM ET,MIN,1.3,
